1,0.0004,0
1,0.001,0
1,0.0007,0
1,0.0001,0
1,0.0002,0
1,0.0002,0
1,0.001,0
1,0.0003,0
1,0.0002,0
1,0.0002,0
2,0.0012,0
2,0.001,0
2,0.001,0
2,0.001,0.0008
2,0.0011,0.0009
2,0.0011,0.001
2,0.0014,0.001
2,0.0011,0.001
2,0.0011,0.001
2,0.0011,0.0007
4,0.0032,0.0041
4,0.0032,0.004
4,0.0031,0.0034
4,0.0031,0.0038
4,0.0031,0.004
4,0.0032,0.004
4,0.0033,0.004
4,0.0033,0.004
4,0.0036,0.0041
4,0.0032,0.004
8,0.008,0.0171
8,0.0081,0.0154
8,0.008,0.0165
8,0.0092,0.0163
8,0.0085,0.0169
8,0.0081,0.0165
8,0.0082,0.0159
8,0.0081,0.0164
8,0.0082,0.0168
8,0.008,0.0158
16,0.0541,0.0592
16,0.0194,0.063
16,0.0177,0.0594
16,0.0182,0.0854
16,0.0196,0.0811
16,0.0219,0.0647
16,0.0251,0.0869
16,0.0152,0.0482
16,0.0136,0.0479
16,0.0184,0.0592
32,0.0422,0.2063
32,0.0401,0.1834
32,0.0407,0.183
32,0.0399,0.2281
32,0.0409,0.2142
32,0.0392,0.2027
32,0.0326,0.1635
32,0.0326,0.164
32,0.0358,0.1616
32,0.0321,0.1625
64,0.0716,0.5504
64,0.0675,0.5452
64,0.0696,0.5712
64,0.0699,0.5303
64,0.064,0.5213
64,0.0653,0.5202
64,0.0657,0.5125
64,0.0636,0.512
64,0.0678,0.5101
64,0.0648,0.5087
128,0.1328,1.8923
128,0.1316,2.4361
128,0.2327,2.4144
128,0.2622,2.5843
128,0.2722,2.7177
128,0.2462,2.7916
128,0.1495,2.5545
128,0.2481,2.7443
128,0.1587,2.8886
128,0.2534,2.822
256,0.3706,10.0919
256,0.3858,10.0663
256,0.4935,9.6855
256,0.4877,9.8457
256,0.3658,9.6495
256,0.3494,10.6654
256,0.477,8.52
256,0.5298,7.6817
256,0.302,7.8326
256,0.3057,8.7018
512,0.8764,29.3683
512,0.8007,31.2092
512,0.8733,29.0203
512,0.7891,31.7697
512,0.7042,34.4455
512,0.7845,33.1617
512,0.5868,27.8651
512,0.5902,25.1906
512,0.5925,27.7474
512,0.6589,32.1512
1024,1.2523,112.012
1024,1.3959,104.83
1024,1.4757,107.556
1024,1.5138,119.156
1024,1.6587,110.081
1024,1.2348,116.906
1024,1.4852,107.01
1024,1.2264,130.652
1024,2.3574,401.962
1024,2.5137,307.161
2048,3.9749,455.23
2048,3.0355,440.118
2048,2.6371,418.247
2048,2.5464,453.86
2048,2.6188,507.955
2048,2.5726,427.7
2048,2.6085,481.502
2048,4.327,440.757
2048,4.0521,470.342
2048,3.0884,404.092
