0, 0, 5.5
0, 1, 1.03571
0, 2, 0.369898
0, 3, 0.132106
0, 4, 0.0471809
0, 5, 0.0168503
0, 6, 0.00601797
0, 7, 0.00214927
0, 8, 0.000767598
0, 9, 0.000274142
0, 10, 9.79079e-05
0, 11, 3.49671e-05
0, 12, 1.24883e-05
0, 13, 4.46009e-06
0, 14, 1.59289e-06
0, 15, 5.68889e-07
0, 16, 2.03175e-07
0, 17, 7.25624e-08
0, 18, 2.59151e-08
0, 19, 9.2554e-09
0, 20, 3.3055e-09
0, 21, 1.18054e-09
0, 22, 4.2162e-10
1, 0, 4.25
1, 1, 0.998437
1, 2, 0.209014
1, 3, 0.0358539
1, 4, 0.00567855
1, 5, 0.000864991
1, 6, 0.000129047
1, 7, 1.90298e-05
1, 8, 2.78755e-06
1, 9, 4.06748e-07
1, 10, 5.92162e-08
1, 11, 8.60939e-09
1, 12, 1.25072e-09
1, 13, 1.81612e-10
2, 0, 5.58333
2, 1, 1.64818
2, 2, 0.803044
2, 3, 0.266052
2, 4, 0.0578166
2, 5, 0.00939558
2, 6, 0.00102211
2, 7, 7.13466e-05
2, 8, 3.41974e-05
2, 9, 1.11318e-05
2, 10, 2.39841e-06
2, 11, 3.86463e-07
2, 12, 4.134e-08
2, 13, 3.0824e-09
2, 14, 1.455e-09
2, 15, 4.65629e-10
2, 16, 9.94713e-11
3, 0, 7.00561
3, 1, 0.37389
3, 2, 0.00947539
3, 3, 3.15454e-05
3, 4, 3.54414e-07
3, 5, 1.93251e-09
3, 6, 1.20237e-11
4, 0, 2.32727
4, 1, 0.430182
4, 2, 0.033383
4, 3, 0.00572406
4, 4, 0.000769698
4, 5, 8.29166e-05
4, 6, 7.69731e-06
4, 7, 6.22063e-07
4, 8, 4.22336e-08
4, 9, 2.06481e-09
4, 10, 1.25703e-10
5, 0, 0.6825
5, 1, 0.398901
5, 2, 0.261859
5, 3, 0.117887
5, 4, 0.0388018
5, 5, 0.0082481
5, 6, 0.00228489
5, 7, 0.00121895
5, 8, 0.000746315
5, 9, 0.000301438
5, 10, 8.69061e-05
5, 11, 1.45406e-05
5, 12, 5.87116e-06
5, 13, 4.08833e-06
5, 14, 2.07048e-06
5, 15, 7.39325e-07
5, 16, 1.8022e-07
5, 17, 4.03345e-08
5, 18, 1.74063e-08
5, 19, 1.25084e-08
5, 20, 5.47434e-09
5, 21, 1.72169e-09
5, 22, 3.30128e-10
5, 23, 1.06632e-10
6, 0, 0.453333
6, 1, 0.192043
6, 2, 0.122652
6, 3, 0.050708
6, 4, 0.0174713
6, 5, 0.0056584
6, 6, 0.00184481
6, 7, 0.000634049
6, 8, 0.000235066
6, 9, 9.38025e-05
6, 10, 3.9564e-05
6, 11, 1.72758e-05
6, 12, 7.68805e-06
6, 13, 3.45364e-06
6, 14, 1.5581e-06
6, 15, 7.04179e-07
6, 16, 3.18457e-07
6, 17, 1.44045e-07
6, 18, 6.51555e-08
6, 19, 2.94706e-08
6, 20, 1.33295e-08
6, 21, 6.02871e-09
6, 22, 2.72665e-09
6, 23, 1.23319e-09
6, 24, 5.57733e-10
6, 25, 2.52245e-10
6, 26, 1.14083e-10
6, 27, 5.15957e-11
6, 28, 2.33351e-11
7, 0, 0.783547
7, 1, 0.362431
7, 2, 0.273964
7, 3, 0.226158
7, 4, 0.120815
7, 5, 0.0368026
7, 6, 0.023344
7, 7, 0.0198741
7, 8, 0.0100922
7, 9, 0.00329705
7, 10, 0.00233157
7, 11, 0.00204967
7, 12, 0.000934186
7, 13, 0.00034063
7, 14, 0.000235398
7, 15, 0.000195702
7, 16, 8.48691e-05
7, 17, 3.4911e-05
7, 18, 2.58663e-05
7, 19, 1.87945e-05
7, 20, 7.5546e-06
7, 21, 3.49456e-06
7, 22, 2.72299e-06
7, 23, 1.76099e-06
7, 24, 6.56527e-07
7, 25, 3.44349e-07
7, 26, 2.81447e-07
7, 27, 1.62697e-07
7, 28, 5.54081e-08
7, 29, 3.33563e-08
7, 30, 2.84639e-08
7, 31, 1.47366e-08
7, 32, 4.50125e-09
7, 33, 3.17988e-09
7, 34, 2.82879e-09
7, 35, 1.34042e-09
7, 36, 4.65883e-10
7, 37, 3.21266e-10
7, 38, 2.76368e-10
7, 39, 1.22769e-10
7, 40, 4.80029e-11
