0.333342,0.080001,
0.111117,0.160002,
0.0370398,0.240003,
0.0123469,0.320004,
0.00411574,0.400005,
0.00137195,0.480006,
0.000457327,0.560007,
0.000152446,0.640008,
5.08167e-05,0.720009,
1.69393e-05,0.80001,
5.64658e-06,0.880011,
1.88224e-06,0.960012,
6.27429e-07,1.04001,
2.09148e-07,1.12001,
6.97179e-08,1.20002,
2.32399e-08,1.28002,
7.74682e-09,1.36002,
2.58234e-09,1.44002,
8.608e-10,1.52002,
2.86941e-10,1.60002,
9.56493e-11,1.68002,
3.18839e-11,1.76002,
1.06282e-11,1.84002,
3.54283e-12,1.92002,
1.18097e-12,2.00002,
3.93668e-13,2.08003,
1.31226e-13,2.16003,
4.3743e-14,2.24003,
1.45814e-14,2.32003,
4.86058e-15,2.40003,
1.62023e-15,2.48003,
5.40091e-16,2.56003,
1.80035e-16,2.64003,
6.00132e-17,2.72003,
2.00049e-17,2.80004,
6.66846e-18,2.88004,
2.22288e-18,2.96004,
7.40977e-19,3.04004,
2.46999e-19,3.12004,
8.23349e-20,3.20004,
2.74457e-20,3.28004,
9.14878e-21,3.36004,
3.04967e-21,3.44004,
1.01658e-21,3.52004,
3.38869e-22,3.60005,
1.12959e-22,3.68005,
3.7654e-23,3.76005,
1.25517e-23,3.84005,
4.18399e-24,3.92005,
1.3947e-24,4.00005,
4.64911e-25,4.08005,
1.54974e-25,4.16005,
5.16594e-26,4.24005,
1.72202e-26,4.32005,
5.74022e-27,4.40006,
1.91345e-27,4.48006,
6.37834e-28,4.56006,
2.12617e-28,4.64006,
7.08739e-29,4.72006,
2.36252e-29,4.80006,
7.87528e-30,4.88006,
2.62516e-30,4.96006,
8.75074e-31,5.04006,
2.91699e-31,5.12006,
9.72354e-32,5.20007,
3.24126e-32,5.28007,
1.08045e-32,5.36007,
3.60158e-33,5.44007,
1.20056e-33,5.52007,
4.00196e-34,5.60007,
1.33402e-34,5.68007,
4.44684e-35,5.76007,
1.48232e-35,5.84007,
4.94118e-36,5.92007,
1.6471e-36,6.00008,
5.49047e-37,6.08008,
1.8302e-37,6.16008,
6.10083e-38,6.24008,
2.03366e-38,6.32008,
6.77904e-39,6.40008,
2.25974e-39,6.48008,
7.53264e-40,6.56008,
2.51094e-40,6.64008,
8.37002e-41,6.72008,
2.79008e-41,6.80009,
9.30049e-42,6.88009,
3.10024e-42,6.96009,
1.03344e-42,7.04009,
3.44488e-43,7.12009,
1.14832e-43,7.20009,
3.82784e-44,7.28009,
1.27598e-44,7.36009,
4.25337e-45,7.44009,
1.41783e-45,7.52009,
4.7262e-46,7.6001,
1.57544e-46,7.6801,
5.2516e-47,7.7601,
1.75058e-47,7.8401,
5.8354e-48,7.9201,
1.94518e-48,8.0001,
