-2.8057e-06,2.86102e-06,0.1,
-5.11026e-06,2.35e-06,0.2,
-6.75262e-06,1.67473e-06,0.3,
-7.64523e-06,9.10211e-07,0.4,
-7.77534e-06,1.32677e-07,0.5,
-7.19943e-06,-5.87266e-07,0.6,
-6.03198e-06,-1.19046e-06,0.7,
-4.43009e-06,-1.63347e-06,0.8,
-2.57562e-06,-1.89104e-06,0.9,
-6.56744e-07,-1.95671e-06,1,
1.14941e-06,-1.84177e-06,1.1,
2.69161e-06,-1.57261e-06,1.2,
3.8557e-06,-1.18704e-06,1.3,
4.57148e-06,-7.29889e-07,1.4,
4.81506e-06,-2.48384e-07,1.5,
4.60686e-06,2.12303e-07,1.6,
4.00583e-06,6.12885e-07,1.7,
3.10071e-06,9.22957e-07,1.8,
1.99952e-06,1.12291e-06,1.9,
8.18093e-07,1.20472e-06,2,
-3.30883e-07,1.17163e-06,2.1,
-1.34769e-06,1.03686e-06,2.2,
-2.15334e-06,8.21526e-07,2.3,
-2.69472e-06,5.52054e-07,2.4,
-2.94709e-06,2.57346e-07,2.5,
-2.91372e-06,-3.40262e-08,2.6,
-2.62311e-06,-2.96337e-07,2.7,
-2.12419e-06,-5.08756e-07,2.8,
-1.48012e-06,-6.56769e-07,2.9,
-7.61385e-07,-7.32907e-07,3,
-3.88399e-08,-7.36791e-07,3.1,
6.22645e-07,-6.74527e-07,3.2,
1.16945e-06,-5.57582e-07,3.3,
1.56297e-06,-4.01285e-07,3.4,
1.78177e-06,-2.23108e-07,3.5,
1.82189e-06,-4.09188e-08,3.6,
1.69573e-06,1.28654e-07,3.7,
1.42939e-06,2.71593e-07,3.8,
1.05918e-06,3.7751e-07,3.9,
6.27434e-07,4.40254e-07,4,
1.78216e-07,4.58075e-07,4.1,
-2.468e-07,4.33395e-07,4.2,
-6.11816e-07,3.72214e-07,4.3,
-8.89594e-07,2.83254e-07,4.4,
-1.06312e-06,1.76943e-07,4.5,
-1.12619e-06,6.43232e-08,4.6,
-1.08306e-06,-4.3983e-08,4.7,
-9.47055e-07,-1.38689e-07,4.8,
-7.38615e-07,-2.1255e-07,4.9,
-4.82825e-07,-2.60833e-07,5,
-2.0676e-07,-2.81509e-07,5.1,
6.31162e-08,-2.75197e-07,5.2,
3.03253e-07,-2.44872e-07,5.3,
4.94861e-07,-1.95385e-07,5.4,
6.25161e-07,-1.32869e-07,5.5,
6.87993e-07,-6.40701e-08,5.6,
6.83769e-07,4.30679e-09,5.7,
6.18856e-07,6.61924e-08,5.8,
5.04472e-07,1.1664e-07,5.9,
3.5525e-07,1.52165e-07,6,
1.87627e-07,1.70927e-07,6.1,
1.82181e-08,1.72749e-07,6.2,
-1.37688e-07,1.5898e-07,6.3,
-2.67374e-07,1.32243e-07,6.4,
-3.61599e-07,9.60829e-08,6.5,
-4.15116e-07,5.45714e-08,6.6,
-4.26779e-07,1.18934e-08,6.7,
-3.99286e-07,-2.80352e-08,6.8,
-3.38589e-07,-6.1894e-08,6.9,
-2.53073e-07,-8.72014e-08,7,
-1.52594e-07,-1.02461e-07,7.1,
-4.74598e-08,-1.07207e-07,7.2,
5.25233e-08,-1.01954e-07,7.3,
1.38886e-07,-8.80658e-08,7.4,
2.05133e-07,-6.75525e-08,7.5,
2.47143e-07,-4.28382e-08,7.6,
2.63329e-07,-1.65054e-08,7.7,
2.54552e-07,8.94985e-09,7.8,
2.23825e-07,3.13324e-08,7.9,
1.75854e-07,4.89177e-08,8,
1.16461e-07,6.05638e-08,8.1,
5.19713e-08,6.57609e-08,8.2,
-1.14002e-08,6.46209e-08,8.3,
-6.8094e-08,5.78115e-08,8.4,
-1.13643e-07,4.64472e-08,8.5,
-1.44975e-07,3.19497e-08,8.6,
-1.60561e-07,1.58936e-08,8.7,
-1.60416e-07,-1.48044e-10,8.8,
-1.45957e-07,-1.47438e-08,8.9,
-1.19755e-07,-2.67193e-08,9,
-8.51972e-08,-3.5239e-08,9.1,
-4.6117e-08,-3.98507e-08,9.2,
-6.40837e-09,-4.04915e-08,9.3,
3.03263e-08,-3.74589e-08,9.4,
6.10718e-08,-3.13517e-08,9.5,
8.36173e-08,-2.299e-08,9.6,
9.66815e-08,-1.33218e-08,9.7,
9.99446e-08,-3.32738e-09,9.8,
9.39903e-08,6.07165e-09,9.9,
8.01737e-08,1.4089e-08,10,
